District code,District name,School start date,Grades: In person,Grades: Hybrid,Grades: Remote,Percentage of students who are fully remote,Total number of students in the district,Predominant learning model ,Organization type,Alliance District,Reporting period,Update date
0080011,Bethany School District,09/02/2020,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,9%,369,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0090011,Bethel School District,09/08/2020,"PK, K, g1, g2","g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,23%,3101,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0100161,Arch Bridge School,08/27/2020,"g9, g10, g11, g12",N/A,N/A,*,11,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0110011,Bloomfield School District,09/08/2020,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,45%,2055,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0120011,Bolton School District,09/02/2020,"K, g1, g2, g3, g4, g5","PK, g6, g7, g8, g9, g10, g11, g12",N/A,17%,747,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0130011,Bozrah School District,08/31/2020,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",100%,172,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0140011,Branford School District,09/10/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,20%,2549,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0150011,Bridgeport School District,09/08/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,42%,19213,,Public School Districts,Opportunity,"November 9, 2020 - November 13, 2020",11/19/2020
0170011,Bristol School District,09/08/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,33%,7754,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0170561,Oak Hill School at Hartford Secondary,07/06/2020,"g8, g9, g10, g11, g12",N/A,N/A,*,12,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0170821,Connecticut Junior Republic-Bristol,09/01/2020,N/A,N/A,"g9, g10, g11, g12",*,8,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0180011,Brookfield School District,09/08/2020,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,31%,2551,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0190011,Brooklyn School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,18%,813,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0190161,The Learning Clinic,09/08/2020,N/A,N/A,"g5, g6, g7, g8, g9, g10, g11, g12",100%,41,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0210011,Canaan School District,09/08/2020,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,21%,70,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0220011,Canterbury School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,17%,429,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0230011,Canton School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,14%,1500,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0230121,Fresh Start School,08/26/2020,"g7, g8, g9, g10, g11, g12",N/A,N/A,*,16,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0240011,Chaplin School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,8%,128,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0250011,Cheshire School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,11%,4130,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0250161,The Webb School at Cheshire,09/02/2020,"g2, g3, g4, g5, g6, g7",N/A,g8,*,16,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0260011,Chester School District,09/01/2020,N/A,N/A,"K, g1, g2, g3, g4, g5, g6",100%,203,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0270011,Clinton School District,09/08/2020,PK,"K, g1, g2, g3, g4","g5, g6, g7, g8, g9, g10, g11, g12",11%,1566,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0280011,Colchester School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,11%,2197,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0290011,Colebrook School District,08/31/2020,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,13%,76,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0300011,Columbia School District,09/02/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,17%,409,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0310011,Cornwall School District,09/08/2020,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,7%,101,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0320011,Coventry School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,11%,1605,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0330011,Cromwell School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,17%,1992,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0330161,Adelbrook-The Learning Center of Cromwell,08/27/2020,N/A,"g5, g6, g7, g8, g9, g10, g11, g12",N/A,14%,74,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0340011,Danbury School District,09/08/2020,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",100%,11840,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0350011,Darien School District,09/03/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,14%,4662,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0360011,Deep River School District,09/01/2020,N/A,N/A,"K, g1, g2, g3, g4, g5, g6",100%,215,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0360161,Connecticut Coastal Academy,08/26/2020,N/A,"g6, g7, g8, g9, g10, g11, g12",N/A,*,29,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0370011,Derby School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,31%,1226,,Public School Districts,Opportunity,"November 9, 2020 - November 13, 2020",11/19/2020
0380261,Rushford Academy,08/31/2020,"g9, g10, g11, g12",N/A,N/A,*,10,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0390011,Eastford School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,10%,139,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0400011,East Granby School District,08/31/2020,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,18%,819,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0410011,East Haddam School District,09/01/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,17%,941,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0420011,East Hampton School District,09/08/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,10%,1794,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0430011,East Hartford School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,44%,6590,,Public School Districts,Opportunity,"November 9, 2020 - November 13, 2020",11/19/2020
0430121,Adelbrook-The Learning Center of East Hartford,08/27/2020,"g6, g7, g8, g9, g10, g11, g12",N/A,N/A,*,17,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0440011,East Haven School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,24%,2667,,Public School Districts,Opportunity,"November 9, 2020 - November 13, 2020",11/19/2020
0440221,Pathways Academy - East Haven,09/03/2020,"g6, g7, g8, g9, g10, g11, g12",N/A,N/A,44%,25,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0450011,East Lyme School District,08/31/2020,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,12%,2616,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0450161,The Light House on Main St,08/26/2020,N/A,"g9, g10, g11",g12,*,8,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0450261,The Light House on Pennsylvania Ave,08/26/2020,N/A,"g3, g7, g8, g9, g11",N/A,*,8,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0460011,Easton School District,09/08/2020,"PK, K, g1, g3, g4, g7, g8",N/A,"g2, g5, g6",44%,864,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0460161,The Speech Academy-Easton,09/02/2020,"g1, g2, g3, g5, g6, g7, g8, g9, g10, g11","g4, g12",N/A,37%,43,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0470011,East Windsor School District,09/03/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,31%,1017,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0480011,Ellington School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,21%,2673,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0490011,Enfield School District,09/08/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,30%,4894,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0490161,Natchaug Hospital School Joshua Center-Enfield,08/31/2020,"g9, g10, g11, g12",N/A,N/A,*,11,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0500011,Essex School District,09/01/2020,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6",100%,307,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0510011,Fairfield School District,09/08/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,12%,9394,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0516061,Saint Catherine Academy,09/02/2020,"g4, g7, g10, g11, g12",N/A,g9,*,14,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0520011,Farmington School District,09/02/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,29%,4092,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0530011,Franklin School District,09/01/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,4%,167,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0530121,Natchaug Hospital Green Valley School,08/31/2020,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,*,29,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0540011,Glastonbury School District,09/01/2020,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,20%,5689,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0560011,Granby School District,09/01/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,14%,1717,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0570011,Greenwich School District,09/09/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,20%,8841,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0570161,Eagle Hill School,09/02/2020,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,*,*,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0580011,Griswold School District,09/02/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,100%,1669,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0590011,Groton School District,09/08/2020,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",65%,4032,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0600011,Guilford School District,09/10/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,10%,3065,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0620011,Hamden School District,09/15/2020,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,41%,5428,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0620261,Cedarhurst School,09/08/2020,N/A,"g6, g7, g8, g9, g10, g11, g12",N/A,14%,56,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0620361,Whitney Hall School,08/26/2020,"g2, g4, g6, g7, g9, g10, g11, g12",N/A,"g5, g8",32%,66,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0626161,Lorraine D. Foster Day School,09/02/2020,N/A,N/A,"g7, g8, g9, g10, g11, g12",*,14,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0630011,Hampton School District,09/02/2020,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,18%,77,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0640011,Hartford School District,09/09/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9","g10, g11, g12",N/A,60%,17246,,Public School Districts,Opportunity,"November 9, 2020 - November 13, 2020",11/19/2020
0640261,Grace S. Webb School,09/02/2020,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,37%,95,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0642061,Eagle House Education Program,09/01/2020,"g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,*,15,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0642161,High Road School of Hartford High,08/31/2020,N/A,"g9, g10, g11, g12",N/A,48%,27,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0642261,High Road School of Hartford-Primary,08/31/2020,N/A,"g2, g3, g4, g5, g6, g7, g8",N/A,41%,34,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0646061,Futures School-West Hartford,08/31/2020,N/A,"g9, g10, g11, g12",N/A,53%,36,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0646161,Options Educational Services,08/31/2020,"g6, g7, g8, g9, g10, g11, g12",N/A,g4,*,20,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0650011,Hartland School District,08/31/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,10%,145,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0670011,Hebron School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,19%,650,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0670221,Oak Hill School at Hemlocks Center,07/06/2020,"g6, g7, g8, g9, g10, g11, g12",N/A,N/A,*,9,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0680011,Kent School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,8%,205,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0690011,Killingly School District,08/31/2020,"PK, K, g1","g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,21%,2399,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0690161,Natchaug Hospital School Joshua Center NE-Danielson,08/31/2020,"g6, g8, g9, g10, g11, g12",N/A,N/A,*,12,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0690421,High Road School Hartford High: Windham County,08/27/2020,"g7, g9, g12",N/A,N/A,*,*,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0710011,Lebanon School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",48%,948,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0720011,Ledyard School District,09/01/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,22%,2345,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0730011,Lisbon School District,09/01/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,14%,428,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0740011,Litchfield School District,08/26/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,8%,826,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0740161,Connecticut Junior Republic,09/01/2020,"g7, g8, g9, g11, g12",N/A,g10,*,49,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0740461,Touchstone School,08/31/2020,"g7, g8, g9, g10, g11, g12",N/A,N/A,*,8,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0760011,Madison School District,09/03/2020,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,9%,2477,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0760161,Grove School,09/10/2020,"g7, g8, g9, g10, g11, g12",N/A,N/A,,102,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0770011,Manchester School District,09/08/2020,"PK, K, g1, g2, g3, g4","g5, g6, g7, g8, g9, g10, g11, g12",N/A,34%,6092,,Public School Districts,Alliance,"November 9, 2020 - November 13, 2020",11/19/2020
0770161,Community Child Guidance Clinic School,09/08/2020,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,30%,44,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0770221,Adelbrook-The Learning Center of Manchester,08/27/2020,N/A,N/A,"K, g1, g2, g3, g4, g5, g6",100%,32,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0770361,Manchester Memorial Hospital Clinical Day School,09/03/2020,N/A,"g7, g8, g9, g10, g11, g12",N/A,21%,28,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0780011,Mansfield School District,09/03/2020,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8",N/A,22%,1045,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
0780161,Natchaug Hospital Inpatient School,08/31/2020,N/A,N/A,N/A,N/A,0,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0780361,Natchaug Hospital Journey School,08/31/2020,"g9, g10",N/A,N/A,*,*,,Approved Private Special Education Program,,"November 9, 2020 - November 13, 2020",11/19/2020
0790011,Marlborough School District,09/08/2020,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,10%,433,,Public School Districts,,"November 9, 2020 - November 13, 2020",11/19/2020
